"","userId","itemId"
"1",12,1450
"2",12,113
"3",12,64
"4",12,318
"5",12,316
"6",12,272
"7",12,963
"8",12,313
"9",12,1449
"10",12,1189
"11",13,1643
"12",13,814
"13",13,867
"14",13,1473
"15",13,851
"16",13,408
"17",13,868
"18",13,718
"19",13,512
"20",13,1449
"21",14,1367
"22",14,1463
"23",14,1449
"24",14,1524
"25",14,954
"26",14,1643
"27",14,1642
"28",14,1169
"29",14,1398
"30",14,408
"31",18,1449
"32",18,1642
"33",18,1398
"34",18,408
"35",18,318
"36",18,1643
"37",18,483
"38",18,113
"39",18,963
"40",18,170
"41",25,1643
"42",25,1449
"43",25,1642
"44",25,113
"45",25,408
"46",25,169
"47",25,114
"48",25,963
"49",25,1398
"50",25,316
"51",37,1643
"52",37,850
"53",37,1467
"54",37,1410
"55",37,1651
"56",37,1636
"57",37,1650
"58",37,1645
"59",37,1019
"60",37,1368
"61",38,143
"62",38,1470
"63",38,1450
"64",38,1233
"65",38,1463
"66",38,969
"67",38,817
"68",38,394
"69",38,1540
"70",38,1472
"71",46,1449
"72",46,1642
"73",46,1398
"74",46,958
"75",46,697
"76",46,1122
"77",46,1159
"78",46,119
"79",46,1062
"80",46,963
"81",50,913
"82",50,1466
"83",50,1368
"84",50,75
"85",50,253
"86",50,296
"87",50,1631
"88",50,813
"89",50,850
"90",50,1062
"91",52,1449
"92",52,1642
"93",52,1398
"94",52,318
"95",52,113
"96",52,408
"97",52,1122
"98",52,963
"99",52,64
"100",52,483
"101",56,313
"102",56,174
"103",56,64
"104",56,50
"105",56,1450
"106",56,1467
"107",56,1169
"108",56,96
"109",56,22
"110",56,1643
"111",65,1643
"112",65,1450
"113",65,318
"114",65,64
"115",65,1233
"116",65,496
"117",65,113
"118",65,313
"119",65,1449
"120",65,963
"121",67,1612
"122",67,850
"123",67,1159
"124",67,1005
"125",67,899
"126",67,1449
"127",67,119
"128",67,1589
"129",67,1642
"130",67,1631
"131",70,1463
"132",70,1449
"133",70,50
"134",70,318
"135",70,1643
"136",70,1467
"137",70,64
"138",70,408
"139",70,169
"140",70,483
"141",73,1449
"142",73,1512
"143",73,119
"144",73,1142
"145",73,179
"146",73,1388
"147",73,641
"148",73,1463
"149",73,474
"150",73,1558
"151",83,1450
"152",83,313
"153",83,22
"154",83,1278
"155",83,174
"156",83,1269
"157",83,64
"158",83,318
"159",83,1189
"160",83,69
"161",93,1084
"162",93,1175
"163",93,1233
"164",93,904
"165",93,1607
"166",93,394
"167",93,1639
"168",93,344
"169",93,1160
"170",93,189
"171",95,1450
"172",95,318
"173",95,64
"174",95,1643
"175",95,1467
"176",95,50
"177",95,1449
"178",95,113
"179",95,1463
"180",95,483
"181",97,1643
"182",97,1367
"183",97,954
"184",97,115
"185",97,1656
"186",97,512
"187",97,1169
"188",97,624
"189",97,1449
"190",97,1524
"191",101,1450
"192",101,313
"193",101,64
"194",101,174
"195",101,22
"196",101,113
"197",101,318
"198",101,1269
"199",101,50
"200",101,1189
"201",107,1449
"202",107,1512
"203",107,60
"204",107,1405
"205",107,1062
"206",107,119
"207",107,922
"208",107,1103
"209",107,1642
"210",107,753
"211",109,1643
"212",109,313
"213",109,1450
"214",109,1607
"215",109,174
"216",109,96
"217",109,1269
"218",109,1446
"219",109,1410
"220",109,1064
"221",110,1450
"222",110,313
"223",110,64
"224",110,22
"225",110,318
"226",110,113
"227",110,272
"228",110,1612
"229",110,1189
"230",110,1516
"231",115,390
"232",115,119
"233",115,1367
"234",115,1524
"235",115,512
"236",115,1143
"237",115,114
"238",115,856
"239",115,179
"240",115,56
"241",126,1607
"242",126,1169
"243",126,1175
"244",126,1367
"245",126,1159
"246",126,1463
"247",126,909
"248",126,1642
"249",126,900
"250",126,884
"251",130,1467
"252",130,313
"253",130,1450
"254",130,64
"255",130,899
"256",130,1169
"257",130,318
"258",130,22
"259",130,1463
"260",130,272
"261",135,1449
"262",135,119
"263",135,1642
"264",135,1398
"265",135,1463
"266",135,1643
"267",135,127
"268",135,1636
"269",135,1651
"270",135,1645
"271",140,1643
"272",140,1233
"273",140,1463
"274",140,1642
"275",140,1398
"276",140,1449
"277",140,408
"278",140,1639
"279",140,483
"280",140,114
"281",148,1643
"282",148,793
"283",148,1463
"284",148,1367
"285",148,408
"286",148,169
"287",148,613
"288",148,114
"289",148,173
"290",148,50
"291",150,1643
"292",150,1467
"293",150,850
"294",150,1449
"295",150,119
"296",150,56
"297",150,1612
"298",150,1642
"299",150,75
"300",150,1367
"301",157,1643
"302",157,114
"303",157,408
"304",157,1449
"305",157,169
"306",157,1367
"307",157,793
"308",157,113
"309",157,119
"310",157,1589
"311",161,1664
"312",161,850
"313",161,316
"314",161,753
"315",161,315
"316",161,272
"317",161,61
"318",161,958
"319",161,1005
"320",161,1405
"321",171,1643
"322",171,1449
"323",171,1473
"324",171,408
"325",171,169
"326",171,1122
"327",171,119
"328",171,1398
"329",171,199
"330",171,127
"331",172,1473
"332",172,1104
"333",172,1192
"334",172,626
"335",172,1449
"336",172,867
"337",172,718
"338",172,750
"339",172,318
"340",172,1278
"341",177,1449
"342",177,119
"343",177,1643
"344",177,127
"345",177,1463
"346",177,1368
"347",177,56
"348",177,1467
"349",177,12
"350",177,1367
"351",186,313
"352",186,1192
"353",186,1450
"354",186,1233
"355",186,318
"356",186,300
"357",186,22
"358",186,64
"359",186,1474
"360",186,496
"361",190,313
"362",190,1450
"363",190,64
"364",190,22
"365",190,318
"366",190,174
"367",190,272
"368",190,98
"369",190,1467
"370",190,79
"371",198,1643
"372",198,1449
"373",198,1142
"374",198,1512
"375",198,641
"376",198,50
"377",198,1122
"378",198,1398
"379",198,119
"380",198,127
"381",202,1643
"382",202,1410
"383",202,867
"384",202,1160
"385",202,1167
"386",202,1400
"387",202,973
"388",202,430
"389",202,1605
"390",202,1138
"391",203,1463
"392",203,1169
"393",203,1642
"394",203,1449
"395",203,899
"396",203,1398
"397",203,1467
"398",203,320
"399",203,1367
"400",203,1064
"401",218,1449
"402",218,1463
"403",218,114
"404",218,1368
"405",218,127
"406",218,119
"407",218,515
"408",218,1398
"409",218,408
"410",218,169
"411",221,119
"412",221,1449
"413",221,1467
"414",221,1589
"415",221,850
"416",221,56
"417",221,12
"418",221,114
"419",221,169
"420",221,1612
"421",225,1643
"422",225,1463
"423",225,1449
"424",225,483
"425",225,1142
"426",225,603
"427",225,50
"428",225,178
"429",225,1398
"430",225,174
"431",229,1099
"432",229,884
"433",229,913
"434",229,1084
"435",229,1512
"436",229,1038
"437",229,320
"438",229,1298
"439",229,1155
"440",229,835
"441",232,1643
"442",232,1449
"443",232,1367
"444",232,1642
"445",232,1398
"446",232,1463
"447",232,408
"448",232,1524
"449",232,1405
"450",232,1122
"451",233,1643
"452",233,1449
"453",233,1398
"454",233,1642
"455",233,1122
"456",233,1064
"457",233,963
"458",233,318
"459",233,1651
"460",233,1650
"461",238,313
"462",238,272
"463",238,1639
"464",238,318
"465",238,1642
"466",238,114
"467",238,899
"468",238,913
"469",238,64
"470",238,1651
"471",244,1449
"472",244,1467
"473",244,1612
"474",244,1642
"475",244,753
"476",244,61
"477",244,1398
"478",244,958
"479",244,113
"480",244,119
"481",245,1233
"482",245,1607
"483",245,1431
"484",245,900
"485",245,691
"486",245,1450
"487",245,1033
"488",245,114
"489",245,126
"490",245,313
"491",248,838
"492",248,1268
"493",248,1368
"494",248,1467
"495",248,853
"496",248,854
"497",248,1589
"498",248,156
"499",248,42
"500",248,1463
"501",254,1450
"502",254,1278
"503",254,1473
"504",254,174
"505",254,313
"506",254,1138
"507",254,22
"508",254,1269
"509",254,496
"510",254,318
"511",257,1639
"512",257,114
"513",257,1642
"514",257,1449
"515",257,1398
"516",257,1405
"517",257,1463
"518",257,408
"519",257,169
"520",257,1585
"521",261,1019
"522",261,1589
"523",261,1275
"524",261,320
"525",261,1240
"526",261,1607
"527",261,253
"528",261,1431
"529",261,899
"530",261,1159
"531",263,318
"532",263,1449
"533",263,1643
"534",263,1473
"535",263,1463
"536",263,483
"537",263,496
"538",263,408
"539",263,64
"540",263,427
"541",265,313
"542",265,1664
"543",265,1294
"544",265,1450
"545",265,272
"546",265,333
"547",265,22
"548",265,64
"549",265,899
"550",265,316
"551",273,1449
"552",273,1643
"553",273,1062
"554",273,958
"555",273,1398
"556",273,60
"557",273,1405
"558",273,1642
"559",273,119
"560",273,850
"561",275,1643
"562",275,50
"563",275,174
"564",275,1450
"565",275,313
"566",275,169
"567",275,1269
"568",275,64
"569",275,172
"570",275,1449
"571",280,1642
"572",280,1398
"573",280,904
"574",280,1639
"575",280,1449
"576",280,1084
"577",280,1160
"578",280,913
"579",280,1643
"580",280,1650
"581",282,1643
"582",282,1449
"583",282,1367
"584",282,169
"585",282,850
"586",282,1612
"587",282,50
"588",282,1467
"589",282,1500
"590",282,119
"591",292,1643
"592",292,1463
"593",292,1449
"594",292,1398
"595",292,1467
"596",292,1367
"597",292,127
"598",292,119
"599",292,1651
"600",292,1650
"601",295,1449
"602",295,1642
"603",295,1398
"604",295,1643
"605",295,963
"606",295,1122
"607",295,1251
"608",295,1064
"609",295,1612
"610",295,318
"611",297,1449
"612",297,1642
"613",297,1398
"614",297,272
"615",297,318
"616",297,1463
"617",297,515
"618",297,1467
"619",297,114
"620",297,64
"621",299,1449
"622",299,1643
"623",299,1398
"624",299,1642
"625",299,1463
"626",299,408
"627",299,114
"628",299,169
"629",299,483
"630",299,1467
"631",300,1607
"632",300,1446
"633",300,899
"634",300,1159
"635",300,1656
"636",300,1642
"637",300,881
"638",300,1169
"639",300,817
"640",300,1094
"641",304,313
"642",304,1450
"643",304,22
"644",304,174
"645",304,1269
"646",304,96
"647",304,144
"648",304,79
"649",304,64
"650",304,50
"651",306,1449
"652",306,753
"653",306,1642
"654",306,1405
"655",306,1398
"656",306,1062
"657",306,958
"658",306,61
"659",306,1558
"660",306,60
"661",307,1643
"662",307,1463
"663",307,1367
"664",307,1449
"665",307,169
"666",307,408
"667",307,50
"668",307,114
"669",307,1500
"670",307,613
"671",308,1449
"672",308,1367
"673",308,1463
"674",308,1643
"675",308,1642
"676",308,1524
"677",308,119
"678",308,1398
"679",308,1169
"680",308,1122
"681",317,850
"682",317,1449
"683",317,1019
"684",317,1166
"685",317,119
"686",317,1631
"687",317,156
"688",317,1243
"689",317,320
"690",317,1167
"691",320,1467
"692",320,313
"693",320,64
"694",320,850
"695",320,1612
"696",320,1019
"697",320,1450
"698",320,899
"699",320,50
"700",320,96
"701",321,1643
"702",321,1463
"703",321,1449
"704",321,1398
"705",321,483
"706",321,1642
"707",321,408
"708",321,178
"709",321,603
"710",321,427
"711",323,1449
"712",323,1467
"713",323,1463
"714",323,357
"715",323,64
"716",323,127
"717",323,12
"718",323,272
"719",323,98
"720",323,318
"721",326,1643
"722",326,50
"723",326,1463
"724",326,199
"725",326,169
"726",326,174
"727",326,867
"728",326,526
"729",326,172
"730",326,1473
"731",327,1463
"732",327,1643
"733",327,1449
"734",327,1398
"735",327,1642
"736",327,1367
"737",327,1512
"738",327,1368
"739",327,1650
"740",327,1645
"741",328,318
"742",328,113
"743",328,64
"744",328,1449
"745",328,313
"746",328,272
"747",328,22
"748",328,316
"749",328,1450
"750",328,408
"751",333,1450
"752",333,1167
"753",333,1643
"754",333,113
"755",333,316
"756",333,1189
"757",333,963
"758",333,126
"759",333,174
"760",333,1233
"761",336,1664
"762",336,1467
"763",336,272
"764",336,838
"765",336,64
"766",336,1450
"767",336,316
"768",336,515
"769",336,854
"770",336,357
"771",339,1449
"772",339,1463
"773",339,1398
"774",339,119
"775",339,1642
"776",339,1524
"777",339,1367
"778",339,1643
"779",339,408
"780",339,474
"781",340,1450
"782",340,1664
"783",340,966
"784",340,143
"785",340,313
"786",340,496
"787",340,1463
"788",340,538
"789",340,378
"790",340,22
"791",343,1449
"792",343,1643
"793",343,1463
"794",343,1367
"795",343,1642
"796",343,1398
"797",343,1524
"798",343,119
"799",343,408
"800",343,1405
"801",347,1450
"802",347,64
"803",347,144
"804",347,187
"805",347,174
"806",347,313
"807",347,22
"808",347,1467
"809",347,127
"810",347,98
"811",348,899
"812",348,1612
"813",348,313
"814",348,817
"815",348,1294
"816",348,1642
"817",348,1468
"818",348,1275
"819",348,1450
"820",348,1169
"821",350,1463
"822",350,1449
"823",350,1643
"824",350,1398
"825",350,483
"826",350,408
"827",350,1367
"828",350,474
"829",350,1642
"830",350,603
"831",362,1195
"832",362,1262
"833",362,947
"834",362,318
"835",362,272
"836",362,320
"837",362,899
"838",362,853
"839",362,1512
"840",362,1642
"841",363,1463
"842",363,114
"843",363,1268
"844",363,1367
"845",363,169
"846",363,613
"847",363,390
"848",363,189
"849",363,1495
"850",363,408
"851",365,1642
"852",365,1639
"853",365,1398
"854",365,1449
"855",365,1524
"856",365,1636
"857",365,1650
"858",365,1651
"859",365,1645
"860",365,114
"861",369,613
"862",369,1589
"863",369,113
"864",369,114
"865",369,169
"866",369,1467
